"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ACH40352.1",1960.34476270724,-6.10464053644792,1.11180966858671,-5.4907244548502,4.00288429951718e-08,0.000272296204474656
"ADB82988.1",312.801778219559,-4.29241040754199,0.968553272555572,-4.43177523546668,9.34604141994732e-06,0.0181073642928066
"SCG44401.1",128.934995903757,4.09116112443997,0.688151888374128,5.94514262557066,2.7621624621099e-09,3.75792202970053e-05
"SDS12312.1",318.714319767659,-3.81934475658697,0.853519678974143,-4.47481745374342,7.64766229367537e-06,0.0173410742509089
"ANN17475.1",217.612538878958,3.49760692582005,0.686727471029855,5.09315132038455,3.52160402310742e-07,0.00159704742447921
"ADU56336.1",516.695817128968,-3.46750746595955,0.854245357390576,-4.0591469838965,4.92523055517924e-05,0.0446718411354757
"ACN27802.1",724.949681632616,-3.3604442797086,0.782772795596175,-4.29300085365028,1.76274328370684e-05,0.0218019294316651
"AGW30394.1",680.021653938914,-3.26441725164787,0.754881784006349,-4.32440856411024,1.52941621270591e-05,0.0208077075738638
"ADJ43338.1",283.203389958188,2.95095224144794,0.64867003103624,4.54923474225231,5.38413555269906e-06,0.0146502328388941
"AEK40040.1",269.764353470201,2.93318976789353,0.669986954140913,4.37798042150626,1.19784107780418e-05,0.0181073642928066
"AHE14830.1",236.946800529211,2.44833256575113,0.578789809834533,4.23008927273801,2.3359858983863e-05,0.0264842401229547
"ANS70584.1",149.019579597949,1.95932374717306,0.46555653641169,4.20856242783033,2.57000528497853e-05,0.0268960937708715
"ANZ43397.1",252.321925854805,1.44568652247902,0.355007665537935,4.07226846859322,4.65574715284494e-05,0.0446718411354757
"ADU10194.1",117.467318021706,0.789680388513898,0.163284151091197,4.83623415522335,1.32322038267882e-06,0.00450060332658635
"ACU73740.1",198.319472233934,0.703280961067068,0.160248245028584,4.3886968056444,1.14031914236901e-05,0.0181073642928066
