"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AJF93427.1",119.918631858345,-5.73223347749772,1.21383110074136,-4.72243088350324,2.33042298480673e-06,0.000233069931954801
"AFN74376.1",1805.4611638091,5.73110534707335,1.0404421542082,5.50833635862712,3.62240757755624e-08,6.15152878757756e-06
"ACL49975.1",2294.55031784067,-5.71441066963903,0.933647063749354,-6.12052550852676,9.32672501720904e-10,2.45827211573375e-07
"AEA23989.1",8068.58926934412,5.71335672809617,1.11812439368806,5.1097684303721,3.22553913277255e-07,4.25082378523666e-05
"AFR92540.1",511.951407828622,5.70777321785352,1.37875108579568,4.13981412356209,3.47587344977052e-05,0.00190780967244129
"ACX64453.1",3670.29115010225,5.69471630363594,1.04339070433211,5.45789442055763,4.81813996893778e-08,7.96819579307404e-06
"AFK36090.1",647.074618658541,-5.68389320098936,1.27304585810408,-4.46479847116763,8.01441526715467e-06,0.00061825838263663
"ADY53037.1",438.14821848693,5.66648047426884,1.17375931765054,4.827634072044,1.38164669309698e-06,0.000146889942333752
"ARF53290.1",462.286408212807,-5.65823542827902,0.935999488238727,-6.04512662600504,1.49292702378132e-09,3.70348357673908e-07
"ABO58277.1",4011.4777908498,5.64744227771394,0.835104015171659,6.76256151942113,1.35573080348639e-11,5.71734275343601e-09
"SMY24903.1",26041.0842717567,5.63744436765353,1.19868598805025,4.70302016028671,2.56341096926155e-06,0.00025238127531216
"AEC03714.1",634.376306768439,5.63224849117801,1.21084879522595,4.65148787642558,3.29548651885753e-06,0.000304327355425737
"ADE81717.1",963.109859039031,-5.59571443651387,1.03744968690473,-5.39372126392837,6.90132487196452e-08,1.11225619895107e-05
"CAL66130.1",696.066264237441,-5.59516807549094,1.29520685061531,-4.31990308948171,1.56097735888748e-05,0.00102590675615402
"ABP64533.1",3770.42196934918,5.58478714690755,1.20884857240636,4.61992285418374,3.83882753291061e-06,0.00034322916277469
"AGP29857.1",6522.93747232706,5.57862180409185,0.832367283219576,6.70211566042563,2.05423333928239e-11,7.75795017669586e-09
"ABD83001.1",170.032519274972,-5.56249279978656,1.27598468273081,-4.3593727064826,1.30435799623392e-05,0.000889600279749513
"BAK01222.1",3822.43437193907,5.54986645205347,1.03689681102358,5.3523806738058,8.68045442496557e-08,1.32314179707773e-05
"ABX04778.1",1037.31769945601,-5.53047747296634,1.26432968041839,-4.37423684551659,1.21858021552505e-05,0.000840156272300557
"ACE83992.1",761.37208830666,-5.49828725063236,1.26045298819124,-4.36215178363965,1.2878946717935e-05,0.000882273287301704
"AIQ31859.1",2763.91332553729,5.49748009558604,0.756363319912596,7.26830605193985,3.64023315481873e-13,2.97125224246382e-10
"AKK30611.1",951.78873883926,5.47653522679964,1.2800405822425,4.27840749955388,1.88235183011653e-05,0.00117226453984735
"ADY32787.1",2563.28571689689,5.46892867868388,1.20624154806053,4.53385865167485,5.79157937776104e-06,0.000475793288946388
"ACF43940.1",427.082142594146,5.44616944877218,1.34531783154373,4.0482399928668,5.16042183019536e-05,0.002570357353729
"AJW40932.1",1430.17022629877,5.43849205141365,0.844833056821239,6.43735707013698,1.21571710228987e-10,3.79769010360996e-08
"AEI01471.1",697.327531655295,-5.42426011275973,1.24942072836821,-4.34141997935638,1.41564836157807e-05,0.000952663576941754
"AHG44731.1",5329.86888489253,-5.42384332610322,0.633946056625309,-8.55568588118684,1.17169957247307e-17,3.70593928528576e-14
"APO44722.1",6066.61971730606,-5.40641412772803,1.34672583539643,-4.01448757098847,5.95750827927779e-05,0.00286583330780544
"AAI59176.1",236.732554257935,-5.39046630557303,0.881821061897687,-6.1128799690639,9.78489692993085e-10,2.55244584554681e-07
"ABC33213.1",3212.59074398015,5.38700943692594,1.02776310316405,5.24148942527865,1.59285607177399e-07,2.27706424768911e-05
"ACT01401.1",186.148751792814,-5.37878789243685,0.949142928898518,-5.66699464187016,1.45323885352117e-08,2.72897632210235e-06
"ARN21043.1",3605.2948202949,5.37125973607154,1.21526552503557,4.41982400176648,9.87813171535478e-06,0.000737304916795345
"AAC62855.2",1044.07062402362,-5.37017104811861,0.882386351392231,-6.08596341007037,1.15792886630419e-09,2.95950243475706e-07
"ASA26418.1",82.9828177011955,5.35164226381221,1.32463015067138,4.0401030137354,5.34277292053101e-05,0.0026415966202911
"ACT03723.1",1918.63940180067,-5.34322147601,0.717494251205527,-7.44705824058154,9.54444925373586e-14,9.66012797869114e-11
"ADW21705.1",2677.00390204579,5.33211006610379,0.665209470839954,8.0156857348573,1.09524220181156e-15,1.63017137837871e-12
"AJE26316.1",129.591560680402,-5.33085208583905,1.2293516658988,-4.33631175985886,1.44893399531402e-05,0.000967345036502127
"BAQ02386.1",2151.22604697406,-5.31042179092626,0.922300657401709,-5.75779898703173,8.52177449486451e-09,1.72501168034845e-06
"ABC79625.1",1263.49086277439,-5.28592569927844,1.42444950544239,-3.71085509109486,0.000206560327522506,0.0075528843458121
"AEF99156.1",872.211627967405,5.28578623918057,1.40931313942915,3.75061162157448,0.000176403754420191,0.00673234419018717
"ADG68554.1",982.011605791162,5.2729765200206,0.851654620557384,6.19144943588703,5.96134622027008e-10,1.6575817957307e-07
"AAO36724.1",1254.15853118398,5.27260554656006,0.969795577508704,5.43682160327519,5.42393950766894e-08,8.85431879758369e-06
"ADK80806.1",5405.26532468704,5.25603925647432,0.722733802422796,7.27244144227748,3.53047643051811e-13,2.97125224246382e-10
"ACI91346.1",717.479682093437,-5.23867403614913,1.19839065608758,-4.3714243010305,1.23438647543848e-05,0.000848741331196193
"SDM70148.1",1059.02846451597,5.22606754999073,0.72658903677387,7.19260446482238,6.35668960327111e-13,4.46786991754358e-10
"AAT94297.1",776.105294064795,-5.2252997575769,1.11317090345697,-4.69406785728018,2.67825127318683e-06,0.000260645353713256
"ABD82184.1",661.429653291874,-5.19693456428252,0.761852844354012,-6.8214414408193,9.01315094223048e-12,3.93206479812513e-09
"ACS99803.1",4336.12697138591,5.1826302538994,1.08955459696918,4.75665034897373,1.96831656457771e-06,0.000201636898921093
